61,10128516600,(3003, 3003)
62,361322100,(153, 153)
63,13654050400,(4181, 4181)
64,1309668100,(453, 453)
65,3148069900,(1003, 1003)
66,13752945900,(4181, 4181)
67,6269707700,(1903, 1903)
68,679553800,(253, 253)
69,11558432700,(3303, 3303)
70,14501363500,(4331, 4331)
71,7247481000,(2153, 2153)
72,1330097900,(453, 453)
73,11695661900,(3303, 3303)
74,2341354600,(753, 753)
75,10558977900,(3003, 3003)
76,991442900,(353, 353)
77,14052311400,(4131, 4131)
78,5532303700,(1653, 1653)
79,2736303500,(853, 853)
80,702727100,(253, 253)
81,1373083700,(453, 453)
82,5388995000,(1603, 1603)
83,5763522700,(1703, 1703)
84,14614879400,(4181, 4181)
85,717274100,(253, 253)
86,6560439400,(1903, 1903)
87,6738938600,(1953, 1953)
88,14392534100,(4131, 4131)
89,11501409900,(3153, 3153)
90,8035015900,(2253, 2253)
91,16103835000,(4481, 4481)
92,3357208200,(1003, 1003)
93,393371300,(153, 153)
94,4249653500,(1253, 1253)
95,8031875300,(2253, 2253)
96,1423086400,(453, 453)
97,3722168200,(1103, 1103)
98,16007609800,(4431, 4431)
99,15861814900,(4181, 4181)
100,1646508300,(503, 503)
101,7375062800,(1803, 1803)
102,7184622400,(1953, 1953)
103,4639007800,(1303, 1303)
104,1134373900,(353, 353)
105,16219244600,(4331, 4331)
106,6426471900,(1753, 1753)
107,9952451400,(2603, 2603)
108,1507032900,(453, 453)
109,248103300,(103, 103)
110,16430198200,(4331, 4331)
111,2667269600,(753, 753)
112,16184313000,(4181, 4181)
113,4940250300,(1353, 1353)
114,9415672900,(2253, 2253)
115,3675840300,(1003, 1003)
116,1700210400,(503, 503)
117,14808050000,(3603, 3603)
118,6341989100,(1603, 1603)
119,19085294200,(4831, 4831)
120,2713498500,(753, 753)
121,17460035400,(4431, 4431)
122,12177156600,(3003, 3003)
123,25137110900,(5703, 5703)
124,448188000,(153, 153)
125,18048376400,(4253, 4253)
126,16538860400,(4181, 4181)
127,19222364100,(4403, 4403)
128,3121729200,(853, 853)
129,17222424000,(4053, 4053)
130,3735324200,(1003, 1003)
131,3978870600,(1053, 1053)
132,16992870100,(4181, 4181)
133,18122820300,(4381, 4381)
134,7863635300,(1903, 1903)
135,19970876900,(4503, 4503)
136,889314900,(253, 253)
137,22657290800,(5103, 5103)
138,13873233000,(3303, 3303)
139,1034550800,(303, 303)
140,17591386900,(4331, 4331)
141,15338543800,(3603, 3603)
142,8760331500,(2153, 2153)
143,18881824900,(4481, 4481)
144,1636603500,(453, 453)
145,1825095400,(503, 503)
146,14174343600,(3303, 3303)
147,20011344900,(4781, 4781)
148,2849939200,(753, 753)
149,3496114200,(903, 903)
150,12780261800,(3003, 3003)
151,6050331900,(1503, 1503)
152,1253734900,(353, 353)
153,20297325000,(4503, 4503)
154,17522014000,(4131, 4131)
155,14248829700,(3253, 3253)
156,7225195300,(1653, 1653)
157,30438520700,(6353, 6353)
158,3317898900,(853, 853)
159,35207079100,(7053, 7053)
160,865030300,(253, 253)
161,22690822400,(5181, 5181)
162,1742110900,(453, 453)
